IBR-Agüimes;;;;;;;;;;;
FECHA;HORA;SO2;NO;NO2;PM10;;;;;;
26/09/2008;16;6;14;31;17;;;;;;
26/09/2008;17;7;14;30;18;;;;;;
26/09/2008;18;6;16;41;15;;;;;;
26/09/2008;19;7;9;38;39;;;;;;
26/09/2008;20;6;5;38;48;;;;;;
26/09/2008;21;10;7;53;13;;;;;;
26/09/2008;22;9;6;25;15;;;;;;
26/09/2008;23;5;5;32;39;;;;;;
26/09/2008;24;5;4;36;26;;;;;;
27/09/2008;1;6;4;27;23;;;;;;
27/09/2008;2;8;4;48;15;;;;;;
27/09/2008;3;9;5;56;20;;;;;;
27/09/2008;4;6;4;37;57;;;;;;
27/09/2008;5;5;5;27;47;;;;;;
27/09/2008;6;6;10;33;36;;;;;;
27/09/2008;7;6;9;24;25;;;;;;
27/09/2008;8;5;11;28;27;;;;;;
27/09/2008;9;5;16;32;30;;;;;;
27/09/2008;10;6;11;24;32;;;;;;
27/09/2008;11;6;7;16;27;;;;;;
27/09/2008;12;7;7;17;54;;;;;;
27/09/2008;13;6;7;16;49;;;;;;
27/09/2008;14;7;6;17;37;;;;;;
27/09/2008;15;6;6;15;41;;;;;;
27/09/2008;16;5;5;15;39;;;;;;
27/09/2008;17;5;5;13;39;;;;;;
27/09/2008;18;5;4;15;41;;;;;;
27/09/2008;19;5;4;24;41;;;;;;
27/09/2008;20;7;8;35;41;;;;;;
27/09/2008;21;5;6;24;30;;;;;;
27/09/2008;22;5;4;12;17;;;;;;
27/09/2008;23;5;4;11;18;;;;;;
27/09/2008;24;4;5;12;16;;;;;;
28/09/2008;1;5;4;15;19;;;;;;
28/09/2008;2;5;4;14;23;;;;;;
28/09/2008;3;5;4;12;13;;;;;;
28/09/2008;4;5;4;12;19;;;;;;
28/09/2008;5;5;4;11;17;;;;;;
28/09/2008;6;5;5;23;20;;;;;;
28/09/2008;7;5;15;29;48;;;;;;
28/09/2008;8;5;7;21;24;;;;;;
28/09/2008;9;5;6;11;13;;;;;;
28/09/2008;10;5;19;28;39;;;;;;
28/09/2008;11;9;12;20;23;;;;;;
28/09/2008;12;8;5;10;13;;;;;;
28/09/2008;13;6;4;8;15;;;;;;
28/09/2008;14;5;5;7;6;;;;;;
28/09/2008;15;5;4;8;8;;;;;;
28/09/2008;16;5;4;8;15;;;;;;
28/09/2008;17;5;4;8;9;;;;;;
28/09/2008;18;5;5;11;7;;;;;;
28/09/2008;19;6;11;31;11;;;;;;
28/09/2008;20;6;24;51;16;;;;;;
28/09/2008;21;6;4;35;11;;;;;;
28/09/2008;22;6;4;19;7;;;;;;
28/09/2008;23;5;4;18;9;;;;;;
28/09/2008;24;4;4;14;6;;;;;;
29/09/2008;1;6;4;10;6;;;;;;
29/09/2008;2;6;4;10;6;;;;;;
29/09/2008;3;5;4;9;7;;;;;;
29/09/2008;4;5;4;8;15;;;;;;
29/09/2008;5;6;4;7;9;;;;;;
29/09/2008;6;6;4;8;6;;;;;;
29/09/2008;7;5;4;10;7;;;;;;
29/09/2008;8;5;5;13;17;;;;;;
29/09/2008;9;6;21;39;38;;;;;;
29/09/2008;10;7;10;30;13;;;;;;
29/09/2008;11;9;7;18;14;;;;;;
29/09/2008;12;8;6;14;9;;;;;;
29/09/2008;13;7;5;11;17;;;;;;
29/09/2008;14;6;5;11;16;;;;;;
29/09/2008;15;5;5;10;20;;;;;;
29/09/2008;16;5;5;11;20;;;;;;
29/09/2008;17;5;7;23;20;;;;;;
29/09/2008;18;6;4;14;12;;;;;;
29/09/2008;19;6;4;19;12;;;;;;
29/09/2008;20;7;4;13;14;;;;;;
29/09/2008;21;6;4;11;11;;;;;;
29/09/2008;22;6;4;9;9;;;;;;
29/09/2008;23;5;4;8;14;;;;;;
29/09/2008;24;5;4;8;18;;;;;;
30/09/2008;1;5;4;8;19;;;;;;
30/09/2008;2;6;4;8;11;;;;;;
30/09/2008;3;6;4;8;7;;;;;;
30/09/2008;4;6;4;8;6;;;;;;
30/09/2008;5;6;4;9;7;;;;;;
30/09/2008;6;7;4;10;18;;;;;;
30/09/2008;7;5;4;13;10;;;;;;
30/09/2008;8;5;4;16;22;;;;;;
30/09/2008;9;7;5;13;11;;;;;;
30/09/2008;10;6;5;12;15;;;;;;
30/09/2008;11;6;4;10;20;;;;;;
30/09/2008;12;7;5;10;10;;;;;;
30/09/2008;13;6;4;12;20;;;;;;
30/09/2008;14;4;5;11;17;;;;;;
30/09/2008;15;4;4;10;15;;;;;;
30/09/2008;16;5;5;11;20;;;;;;
30/09/2008;17;5;5;12;13;;;;;;
30/09/2008;18;5;4;11;13;;;;;;
30/09/2008;19;5;5;14;31;;;;;;
30/09/2008;20;7;5;14;22;;;;;;
30/09/2008;21;6;4;12;24;;;;;;
30/09/2008;22;5;4;11;15;;;;;;
30/09/2008;23;4;4;11;18;;;;;;
30/09/2008;24;6;4;9;11;;;;;;
01/10/2008;1;6;4;8;10;;;;;;
01/10/2008;2;5;4;9;14;;;;;;
01/10/2008;3;5;4;8;15;;;;;;
01/10/2008;4;5;4;8;17;;;;;;
01/10/2008;5;6;4;8;31;;;;;;
01/10/2008;6;6;4;10;18;;;;;;
01/10/2008;7;6;4;13;20;;;;;;
01/10/2008;8;6;5;16;20;;;;;;
01/10/2008;9;5;6;14;18;;;;;;
01/10/2008;10;6;6;11;24;;;;;;
01/10/2008;11;7;6;12;25;;;;;;
01/10/2008;12;7;5;11;21;;;;;;
01/10/2008;13;6;5;12;27;;;;;;
01/10/2008;14;6;5;15;31;;;;;;
01/10/2008;15;6;5;13;23;;;;;;
01/10/2008;16;5;5;10;25;;;;;;
01/10/2008;17;5;4;10;18;;;;;;
01/10/2008;18;6;5;19;19;;;;;;
01/10/2008;19;6;4;17;16;;;;;;
01/10/2008;20;7;4;12;12;;;;;;
01/10/2008;21;7;4;15;18;;;;;;
01/10/2008;22;5;4;10;19;;;;;;
01/10/2008;23;4;4;8;15;;;;;;
01/10/2008;24;5;4;8;23;;;;;;
02/10/2008;1;5;4;7;17;;;;;;
02/10/2008;2;5;4;7;14;;;;;;
02/10/2008;3;5;4;8;20;;;;;;
02/10/2008;4;5;4;9;18;;;;;;
02/10/2008;5;5;4;9;15;;;;;;
02/10/2008;6;6;4;7;24;;;;;;
02/10/2008;7;6;4;12;23;;;;;;
02/10/2008;8;6;4;14;23;;;;;;
02/10/2008;9;6;5;15;19;;;;;;
02/10/2008;10;5;7;24;20;;;;;;
02/10/2008;11;6;9;30;16;;;;;;
02/10/2008;12;12;9;27;18;;;;;;
02/10/2008;13;12;8;24;20;;;;;;
02/10/2008;14;10;8;24;25;;;;;;
02/10/2008;15;8;7;19;28;;;;;;
02/10/2008;16;8;8;22;21;;;;;;
02/10/2008;17;9;10;34;18;;;;;;
02/10/2008;18;8;6;18;17;;;;;;
02/10/2008;19;7;4;11;14;;;;;;
02/10/2008;20;8;4;11;15;;;;;;
02/10/2008;21;7;4;10;20;;;;;;
02/10/2008;22;5;4;9;20;;;;;;
02/10/2008;23;5;3;10;20;;;;;;
02/10/2008;24;5;4;11;19;;;;;;
03/10/2008;1;6;4;10;8;;;;;;
03/10/2008;2;5;4;8;17;;;;;;
03/10/2008;3;5;4;8;10;;;;;;
03/10/2008;4;5;4;11;17;;;;;;
03/10/2008;5;5;4;16;13;;;;;;
03/10/2008;6;5;4;11;10;;;;;;
03/10/2008;7;6;4;14;13;;;;;;
03/10/2008;8;6;4;21;23;;;;;;
03/10/2008;9;6;5;21;11;;;;;;
03/10/2008;10;8;6;16;6;;;;;;
03/10/2008;11;12;10;27;19;;;;;;
03/10/2008;12;11;7;14;14;;;;;;
03/10/2008;13;11;9;23;19;;;;;;
03/10/2008;14;10;7;15;16;;;;;;
03/10/2008;15;6;5;8;18;;;;;;
03/10/2008;16;5;5;9;8;;;;;;
03/10/2008;17;7;7;17;9;;;;;;
03/10/2008;18;6;4;12;9;;;;;;
03/10/2008;19;6;4;13;12;;;;;;
03/10/2008;20;8;5;11;8;;;;;;
03/10/2008;21;7;4;10;13;;;;;;
03/10/2008;22;6;4;11;11;;;;;;
03/10/2008;23;5;4;11;6;;;;;;
03/10/2008;24;5;4;11;11;;;;;;
04/10/2008;1;5;4;12;11;;;;;;
04/10/2008;2;5;4;11;8;;;;;;
04/10/2008;3;5;4;11;11;;;;;;
04/10/2008;4;4;4;12;23;;;;;;
04/10/2008;5;5;4;11;13;;;;;;
04/10/2008;6;5;4;13;11;;;;;;
04/10/2008;7;4;4;10;15;;;;;;
04/10/2008;8;4;4;15;28;;;;;;
04/10/2008;9;5;5;14;16;;;;;;
04/10/2008;10;6;4;10;10;;;;;;
04/10/2008;11;7;4;8;9;;;;;;
04/10/2008;12;7;4;8;25;;;;;;
04/10/2008;13;7;4;7;13;;;;;;
04/10/2008;14;6;5;9;11;;;;;;
04/10/2008;15;8;8;18;14;;;;;;
04/10/2008;16;6;4;9;18;;;;;;
04/10/2008;17;6;5;10;16;;;;;;
04/10/2008;18;5;4;8;15;;;;;;
04/10/2008;19;7;4;10;15;;;;;;
04/10/2008;20;7;4;11;20;;;;;;
04/10/2008;21;6;4;14;19;;;;;;
04/10/2008;22;5;4;17;13;;;;;;
04/10/2008;23;5;4;11;14;;;;;;
04/10/2008;24;5;4;10;15;;;;;;
05/10/2008;1;5;4;9;13;;;;;;
05/10/2008;2;6;4;11;14;;;;;;
05/10/2008;3;6;4;13;11;;;;;;
05/10/2008;4;6;4;11;12;;;;;;
05/10/2008;5;7;4;11;14;;;;;;
05/10/2008;6;6;4;12;13;;;;;;
05/10/2008;7;6;4;12;10;;;;;;
05/10/2008;8;6;4;11;16;;;;;;
05/10/2008;9;6;5;15;9;;;;;;
05/10/2008;10;7;6;20;10;;;;;;
05/10/2008;11;6;4;11;19;;;;;;
05/10/2008;12;6;4;9;8;;;;;;
05/10/2008;13;5;4;8;23;;;;;;
05/10/2008;14;5;5;9;13;;;;;;
05/10/2008;15;7;6;18;12;;;;;;
05/10/2008;16;8;5;14;15;;;;;;
05/10/2008;17;8;6;22;10;;;;;;
05/10/2008;18;8;5;10;10;;;;;;
05/10/2008;19;8;4;15;12;;;;;;
05/10/2008;20;7;4;24;10;;;;;;
05/10/2008;21;7;4;18;17;;;;;;
05/10/2008;22;6;4;12;15;;;;;;
05/10/2008;23;5;4;10;13;;;;;;
05/10/2008;24;6;4;8;12;;;;;;
06/10/2008;1;5;4;8;14;;;;;;
06/10/2008;2;5;4;8;15;;;;;;
06/10/2008;3;4;4;10;10;;;;;;
06/10/2008;4;5;4;9;9;;;;;;
06/10/2008;5;5;4;9;9;;;;;;
06/10/2008;6;6;4;15;9;;;;;;
06/10/2008;7;6;4;18;10;;;;;;
06/10/2008;8;6;4;20;13;;;;;;
06/10/2008;9;6;5;21;19;;;;;;
06/10/2008;10;6;5;14;15;;;;;;
06/10/2008;11;7;4;10;10;;;;;;
06/10/2008;12;6;5;10;15;;;;;;
06/10/2008;13;6;4;9;15;;;;;;
06/10/2008;14;6;4;8;16;;;;;;
06/10/2008;15;5;5;10;13;;;;;;
06/10/2008;16;5;5;10;19;;;;;;
06/10/2008;17;5;5;11;14;;;;;;
06/10/2008;18;6;7;35;13;;;;;;
06/10/2008;19;8;5;30;20;;;;;;
06/10/2008;20;7;4;14;18;;;;;;
06/10/2008;21;7;4;12;18;;;;;;
06/10/2008;22;5;4;17;22;;;;;;
06/10/2008;23;6;4;48;19;;;;;;
06/10/2008;24;4;4;36;10;;;;;;
07/10/2008;1;5;4;9;15;;;;;;
07/10/2008;2;5;4;22;15;;;;;;
07/10/2008;3;5;4;13;9;;;;;;
07/10/2008;4;5;4;16;11;;;;;;
07/10/2008;5;5;4;10;10;;;;;;
07/10/2008;6;6;4;9;9;;;;;;
07/10/2008;7;6;4;12;12;;;;;;
07/10/2008;8;5;4;15;11;;;;;;
07/10/2008;9;6;5;19;15;;;;;;
07/10/2008;10;6;6;20;12;;;;;;
07/10/2008;11;7;13;33;13;;;;;;
07/10/2008;12;12;11;25;9;;;;;;
07/10/2008;13;14;9;23;12;;;;;;
07/10/2008;14;13;8;20;9;;;;;;
07/10/2008;15;11;10;24;14;;;;;;
07/10/2008;16;15;12;31;9;;;;;;
07/10/2008;17;11;7;20;14;;;;;;
07/10/2008;18;8;6;23;11;;;;;;
07/10/2008;19;7;4;13;17;;;;;;
07/10/2008;20;6;4;12;7;;;;;;
07/10/2008;21;6;4;9;7;;;;;;
07/10/2008;22;5;4;7;7;;;;;;
07/10/2008;23;5;4;6;7;;;;;;
07/10/2008;24;5;3;7;6;;;;;;
08/10/2008;1;5;4;7;6;;;;;;
08/10/2008;2;6;4;7;6;;;;;;
08/10/2008;3;6;4;6;7;;;;;;
08/10/2008;4;5;4;6;7;;;;;;
08/10/2008;5;6;4;6;7;;;;;;
08/10/2008;6;6;4;7;7;;;;;;
08/10/2008;7;6;4;10;8;;;;;;
08/10/2008;8;5;4;10;8;;;;;;
08/10/2008;9;6;4;9;11;;;;;;
08/10/2008;10;5;4;9;13;;;;;;
08/10/2008;11;6;4;8;12;;;;;;
08/10/2008;12;6;4;8;11;;;;;;
08/10/2008;13;6;5;9;19;;;;;;
08/10/2008;14;4;4;8;12;;;;;;
08/10/2008;15;5;4;7;11;;;;;;
08/10/2008;16;5;4;7;11;;;;;;
08/10/2008;17;5;4;8;13;;;;;;
08/10/2008;18;6;4;9;8;;;;;;
08/10/2008;19;6;4;8;12;;;;;;
08/10/2008;20;8;4;8;21;;;;;;
08/10/2008;21;7;4;7;8;;;;;;
08/10/2008;22;5;4;8;9;;;;;;
08/10/2008;23;4;4;9;13;;;;;;
08/10/2008;24;4;4;8;6;;;;;;
09/10/2008;1;6;4;6;7;;;;;;
09/10/2008;2;4;4;6;5;;;;;;
09/10/2008;3;5;4;7;22;;;;;;
09/10/2008;4;6;4;6;9;;;;;;
09/10/2008;5;5;4;7;7;;;;;;
09/10/2008;6;6;4;7;14;;;;;;
09/10/2008;7;5;4;10;14;;;;;;
09/10/2008;8;5;4;9;13;;;;;;
09/10/2008;9;6;5;11;29;;;;;;
09/10/2008;10;6;5;9;18;;;;;;
09/10/2008;11;7;4;10;15;;;;;;
09/10/2008;12;8;6;16;22;;;;;;
09/10/2008;13;8;5;9;11;;;;;;
09/10/2008;14;6;5;8;14;;;;;;
09/10/2008;15;6;5;9;24;;;;;;
09/10/2008;16;6;4;8;28;;;;;;
09/10/2008;17;6;5;8;10;;;;;;
09/10/2008;18;5;5;9;14;;;;;;
09/10/2008;19;6;4;9;19;;;;;;
09/10/2008;20;6;4;8;14;;;;;;
09/10/2008;21;6;4;8;32;;;;;;
09/10/2008;22;5;4;7;12;;;;;;
09/10/2008;23;4;4;6;8;;;;;;
09/10/2008;24;6;4;6;10;;;;;;
10/10/2008;1;5;4;7;10;;;;;;
10/10/2008;2;5;4;6;9;;;;;;
10/10/2008;3;5;4;6;19;;;;;;
10/10/2008;4;5;4;6;6;;;;;;
10/10/2008;5;5;4;7;11;;;;;;
10/10/2008;6;6;4;8;11;;;;;;
10/10/2008;7;5;5;11;19;;;;;;
10/10/2008;8;5;4;12;13;;;;;;
10/10/2008;9;5;4;9;19;;;;;;
10/10/2008;10;6;5;9;10;;;;;;
10/10/2008;11;6;5;9;16;;;;;;
10/10/2008;12;6;5;9;18;;;;;;
10/10/2008;13;6;5;9;26;;;;;;
10/10/2008;14;6;6;10;20;;;;;;
10/10/2008;15;6;5;8;15;;;;;;
10/10/2008;16;5;5;9;14;;;;;;
10/10/2008;17;5;5;10;14;;;;;;
10/10/2008;18;5;4;10;13;;;;;;
10/10/2008;19;6;5;13;13;;;;;;
10/10/2008;20;6;4;13;23;;;;;;
10/10/2008;21;5;4;11;18;;;;;;
10/10/2008;22;5;5;10;6;;;;;;
10/10/2008;23;4;4;10;17;;;;;;
10/10/2008;24;5;5;13;6;;;;;;
11/10/2008;1;5;5;22;10;;;;;;
11/10/2008;2;5;4;20;14;;;;;;
11/10/2008;3;4;4;13;13;;;;;;
11/10/2008;4;4;4;12;17;;;;;;
11/10/2008;5;4;4;14;22;;;;;;
11/10/2008;6;4;6;19;19;;;;;;
11/10/2008;7;4;10;33;15;;;;;;
11/10/2008;8;4;5;26;18;;;;;;
11/10/2008;9;6;7;23;21;;;;;;
11/10/2008;10;8;11;31;12;;;;;;
11/10/2008;11;9;7;18;12;;;;;;
11/10/2008;12;9;7;18;12;;;;;;
11/10/2008;13;8;5;12;25;;;;;;
11/10/2008;14;7;6;14;26;;;;;;
11/10/2008;15;5;7;14;25;;;;;;
11/10/2008;16;6;7;19;34;;;;;;
11/10/2008;17;6;8;20;21;;;;;;
11/10/2008;18;6;9;25;16;;;;;;
11/10/2008;19;7;8;29;18;;;;;;
11/10/2008;20;7;8;30;18;;;;;;
11/10/2008;21;5;5;27;13;;;;;;
11/10/2008;22;5;5;28;11;;;;;;
11/10/2008;23;4;5;25;14;;;;;;
11/10/2008;24;5;4;24;12;;;;;;
12/10/2008;1;5;4;24;13;;;;;;
12/10/2008;2;4;4;20;14;;;;;;
12/10/2008;3;5;4;23;15;;;;;;
12/10/2008;4;5;4;23;15;;;;;;
12/10/2008;5;4;4;17;13;;;;;;
12/10/2008;6;5;4;22;20;;;;;;
12/10/2008;7;4;4;14;32;;;;;;
12/10/2008;8;4;5;23;25;;;;;;
12/10/2008;9;5;5;18;40;;;;;;
12/10/2008;10;6;7;23;41;;;;;;
12/10/2008;11;8;6;14;33;;;;;;
12/10/2008;12;7;5;11;29;;;;;;
12/10/2008;13;7;4;8;22;;;;;;
12/10/2008;14;6;4;7;27;;;;;;
12/10/2008;15;5;4;8;29;;;;;;
12/10/2008;16;5;4;9;15;;;;;;
12/10/2008;17;6;5;15;23;;;;;;
12/10/2008;18;6;5;9;19;;;;;;
12/10/2008;19;6;4;10;18;;;;;;
12/10/2008;20;6;4;10;10;;;;;;
12/10/2008;21;6;4;9;23;;;;;;
12/10/2008;22;5;4;8;18;;;;;;
12/10/2008;23;5;4;8;15;;;;;;
12/10/2008;24;4;4;7;14;;;;;;
13/10/2008;1;4;4;6;14;;;;;;
13/10/2008;2;4;4;6;11;;;;;;
13/10/2008;3;4;4;7;25;;;;;;
13/10/2008;4;4;4;6;24;;;;;;
13/10/2008;5;4;4;7;15;;;;;;
13/10/2008;6;5;4;8;16;;;;;;
13/10/2008;7;6;4;10;14;;;;;;
13/10/2008;8;4;4;15;25;;;;;;
13/10/2008;9;5;4;10;11;;;;;;
13/10/2008;10;5;6;16;22;;;;;;
13/10/2008;11;6;8;23;12;;;;;;
13/10/2008;12;8;7;18;16;;;;;;
13/10/2008;13;7;5;13;15;;;;;;
13/10/2008;14;6;4;10;10;;;;;;
13/10/2008;15;5;5;12;11;;;;;;
13/10/2008;16;8;9;28;11;;;;;;
13/10/2008;17;10;13;42;13;;;;;;
13/10/2008;18;7;10;40;13;;;;;;
13/10/2008;19;7;4;12;9;;;;;;
13/10/2008;20;7;4;10;8;;;;;;
13/10/2008;21;7;4;8;8;;;;;;
13/10/2008;22;5;4;8;6;;;;;;
13/10/2008;23;5;3;8;8;;;;;;
13/10/2008;24;5;4;7;9;;;;;;
14/10/2008;1;4;4;8;9;;;;;;
14/10/2008;2;5;4;7;10;;;;;;
14/10/2008;3;5;4;8;9;;;;;;
14/10/2008;4;5;4;7;7;;;;;;
14/10/2008;5;5;4;7;11;;;;;;
14/10/2008;6;5;4;8;11;;;;;;
14/10/2008;7;6;4;10;13;;;;;;
14/10/2008;8;5;4;11;16;;;;;;
14/10/2008;9;6;5;13;24;;;;;;
14/10/2008;10;6;6;13;19;;;;;;
14/10/2008;11;8;6;15;29;;;;;;
14/10/2008;12;11;9;24;21;;;;;;
14/10/2008;13;12;8;22;19;;;;;;
14/10/2008;14;13;9;22;20;;;;;;
14/10/2008;15;9;6;14;20;;;;;;
14/10/2008;16;7;5;11;19;;;;;;
14/10/2008;17;8;8;24;31;;;;;;
14/10/2008;18;8;8;36;28;;;;;;
14/10/2008;19;9;4;21;26;;;;;;
14/10/2008;20;8;5;43;28;;;;;;
14/10/2008;21;7;4;14;16;;;;;;
14/10/2008;22;6;4;11;24;;;;;;
14/10/2008;23;5;4;11;16;;;;;;
14/10/2008;24;6;4;9;18;;;;;;
15/10/2008;1;4;4;9;18;;;;;;
15/10/2008;2;5;4;8;10;;;;;;
15/10/2008;3;6;4;7;20;;;;;;
15/10/2008;4;6;4;7;23;;;;;;
15/10/2008;5;5;4;6;15;;;;;;
15/10/2008;6;6;4;8;32;;;;;;
15/10/2008;7;6;4;9;35;;;;;;
15/10/2008;8;6;4;13;34;;;;;;
15/10/2008;9;5;5;13;23;;;;;;
15/10/2008;10;6;4;10;26;;;;;;
15/10/2008;11;6;7;16;36;;;;;;
15/10/2008;12;10;8;19;39;;;;;;
15/10/2008;13;11;9;21;29;;;;;;
15/10/2008;14;13;8;20;17;;;;;;
15/10/2008;15;10;7;16;37;;;;;;
15/10/2008;16;7;7;17;48;;;;;;
15/10/2008;17;8;7;20;24;;;;;;
15/10/2008;18;7;5;12;21;;;;;;
15/10/2008;19;6;5;9;18;;;;;;
15/10/2008;20;8;4;8;26;;;;;;
15/10/2008;21;7;4;7;22;;;;;;
15/10/2008;22;6;4;8;10;;;;;;
15/10/2008;23;6;4;9;20;;;;;;
15/10/2008;24;5;4;8;12;;;;;;
16/10/2008;1;5;4;8;43;;;;;;
16/10/2008;2;5;4;8;13;;;;;;
16/10/2008;3;6;4;7;14;;;;;;
16/10/2008;4;6;4;7;13;;;;;;
16/10/2008;5;6;4;7;24;;;;;;
16/10/2008;6;6;4;9;32;;;;;;
16/10/2008;7;7;5;15;27;;;;;;
16/10/2008;8;6;4;18;26;;;;;;
16/10/2008;9;5;5;13;11;;;;;;
16/10/2008;10;5;5;13;19;;;;;;
16/10/2008;11;8;6;13;20;;;;;;
16/10/2008;12;8;5;13;29;;;;;;
16/10/2008;13;6;5;11;29;;;;;;
16/10/2008;14;9;7;16;33;;;;;;
16/10/2008;15;7;5;11;45;;;;;;
16/10/2008;16;7;5;13;37;;;;;;
16/10/2008;17;6;5;13;48;;;;;;
16/10/2008;18;6;5;22;49;;;;;;
16/10/2008;19;8;4;15;32;;;;;;
16/10/2008;20;7;4;10;35;;;;;;
16/10/2008;21;7;4;8;38;;;;;;
16/10/2008;22;5;4;7;37;;;;;;
16/10/2008;23;6;4;7;12;;;;;;
16/10/2008;24;5;4;8;55;;;;;;
17/10/2008;1;5;4;8;29;;;;;;
17/10/2008;2;4;4;7;36;;;;;;
17/10/2008;3;5;4;8;28;;;;;;
17/10/2008;4;4;4;6;24;;;;;;
17/10/2008;5;5;4;7;25;;;;;;
17/10/2008;6;6;4;8;33;;;;;;
17/10/2008;7;6;4;13;30;;;;;;
17/10/2008;8;5;4;14;19;;;;;;
17/10/2008;9;5;4;9;22;;;;;;
17/10/2008;10;6;5;9;14;;;;;;
17/10/2008;11;6;7;19;33;;;;;;
17/10/2008;12;10;7;17;28;;;;;;
17/10/2008;13;10;8;18;33;;;;;;
17/10/2008;14;8;6;14;29;;;;;;
17/10/2008;15;9;8;19;35;;;;;;
17/10/2008;16;8;9;24;35;;;;;;
17/10/2008;17;9;8;23;32;;;;;;
17/10/2008;18;6;4;10;29;;;;;;
17/10/2008;19;6;4;9;35;;;;;;
17/10/2008;20;7;4;9;37;;;;;;
17/10/2008;21;5;4;8;33;;;;;;
17/10/2008;22;5;4;7;33;;;;;;
17/10/2008;23;4;4;8;38;;;;;;
17/10/2008;24;4;4;8;35;;;;;;
18/10/2008;1;3;4;8;34;;;;;;
18/10/2008;2;4;4;6;37;;;;;;
18/10/2008;3;4;4;7;34;;;;;;
18/10/2008;4;5;4;7;34;;;;;;
18/10/2008;5;4;4;7;23;;;;;;
18/10/2008;6;4;4;7;18;;;;;;
18/10/2008;7;6;4;8;16;;;;;;
18/10/2008;8;5;4;10;9;;;;;;
18/10/2008;9;5;4;7;19;;;;;;
18/10/2008;10;6;5;8;10;;;;;;
18/10/2008;11;6;5;7;16;;;;;;
18/10/2008;12;5;5;8;7;;;;;;
18/10/2008;13;5;5;7;6;;;;;;
18/10/2008;14;5;6;8;9;;;;;;
18/10/2008;15;5;6;13;29;;;;;;
18/10/2008;16;4;6;12;18;;;;;;
18/10/2008;17;5;6;14;25;;;;;;
18/10/2008;18;5;9;20;23;;;;;;
18/10/2008;19;6;4;14;32;;;;;;
18/10/2008;20;6;5;12;12;;;;;;
18/10/2008;21;5;5;23;23;;;;;;
18/10/2008;22;4;7;23;24;;;;;;
18/10/2008;23;4;10;25;30;;;;;;
18/10/2008;24;5;7;21;20;;;;;;
19/10/2008;1;5;5;10;7;;;;;;
19/10/2008;2;4;4;7;6;;;;;;
19/10/2008;3;4;4;8;6;;;;;;
19/10/2008;4;5;4;7;7;;;;;;
19/10/2008;5;4;4;7;7;;;;;;
19/10/2008;6;5;4;8;8;;;;;;
19/10/2008;7;5;4;7;9;;;;;;
19/10/2008;8;4;5;16;19;;;;;;
19/10/2008;9;5;4;10;14;;;;;;
19/10/2008;10;4;4;8;6;;;;;;
19/10/2008;11;4;4;9;7;;;;;;
19/10/2008;12;4;5;8;7;;;;;;
19/10/2008;13;4;5;8;7;;;;;;
19/10/2008;14;3;4;7;8;;;;;;
19/10/2008;15;3;4;7;10;;;;;;
19/10/2008;16;4;4;8;12;;;;;;
19/10/2008;17;4;4;9;21;;;;;;
19/10/2008;18;4;4;10;5;;;;;;
19/10/2008;19;6;5;10;7;;;;;;
19/10/2008;20;7;5;10;7;;;;;;
19/10/2008;21;6;4;8;6;;;;;;
19/10/2008;22;5;5;9;7;;;;;;
19/10/2008;23;4;4;7;7;;;;;;
19/10/2008;24;5;4;8;13;;;;;;
20/10/2008;1;5;4;7;11;;;;;;
20/10/2008;2;5;4;7;8;;;;;;
20/10/2008;3;4;4;7;12;;;;;;
20/10/2008;4;4;4;6;5;;;;;;
20/10/2008;5;5;4;6;9;;;;;;
20/10/2008;6;4;5;10;17;;;;;;
20/10/2008;7;5;5;16;7;;;;;;
20/10/2008;8;4;4;19;10;;;;;;
20/10/2008;9;5;5;13;8;;;;;;
20/10/2008;10;6;5;11;12;;;;;;
20/10/2008;11;5;5;8;19;;;;;;
20/10/2008;12;8;7;16;13;;;;;;
20/10/2008;13;8;6;14;7;;;;;;
20/10/2008;14;10;6;15;10;;;;;;
20/10/2008;15;7;6;14;11;;;;;;
20/10/2008;16;8;6;13;28;;;;;;
20/10/2008;17;7;6;14;12;;;;;;
20/10/2008;18;7;5;20;19;;;;;;
20/10/2008;19;7;4;21;14;;;;;;
20/10/2008;20;7;4;10;12;;;;;;
20/10/2008;21;6;4;8;10;;;;;;
20/10/2008;22;5;4;9;6;;;;;;
20/10/2008;23;4;4;7;9;;;;;;
20/10/2008;24;4;4;7;6;;;;;;
21/10/2008;1;4;4;7;5;;;;;;
21/10/2008;2;5;4;7;5;;;;;;
21/10/2008;3;5;4;7;6;;;;;;
21/10/2008;4;5;4;7;5;;;;;;
21/10/2008;5;6;4;7;5;;;;;;
21/10/2008;6;6;4;9;7;;;;;;
21/10/2008;7;6;4;11;8;;;;;;
21/10/2008;8;5;4;15;15;;;;;;
21/10/2008;9;5;4;10;7;;;;;;
21/10/2008;10;5;4;9;19;;;;;;
21/10/2008;11;5;4;8;18;;;;;;
21/10/2008;12;4;5;8;12;;;;;;
21/10/2008;13;8;6;14;12;;;;;;
21/10/2008;14;5;5;8;9;;;;;;
21/10/2008;15;4;4;7;24;;;;;;
21/10/2008;16;5;5;7;9;;;;;;
21/10/2008;17;5;4;8;8;;;;;;
21/10/2008;18;5;4;10;14;;;;;;
21/10/2008;19;7;4;11;11;;;;;;
21/10/2008;20;6;4;10;7;;;;;;
21/10/2008;21;5;4;8;7;;;;;;
