IBR-Agüimes;;;;;;;;;;;
FECHA;HORA;SO2;NO;NO2;PM10;;;;;;
17/04/2008;3;15;4;3;5;;;;;;
17/04/2008;4;15;4;3;9;;;;;;
17/04/2008;5;15;3;3;7;;;;;;
17/04/2008;6;17;3;4;10;;;;;;
17/04/2008;7;16;3;7;7;;;;;;
17/04/2008;8;16;8;13;19;;;;;;
17/04/2008;9;13;4;5;10;;;;;;
17/04/2008;10;12;3;6;15;;;;;;
17/04/2008;11;10;3;3;12;;;;;;
17/04/2008;12;10;3;2;7;;;;;;
17/04/2008;13;8;4;4;7;;;;;;
17/04/2008;14;7;5;3;6;;;;;;
17/04/2008;15;N;N;N;N;;;;;;
17/04/2008;16;8;8;9;8;;;;;;
17/04/2008;17;8;8;13;17;;;;;;
17/04/2008;18;6;9;19;20;;;;;;
17/04/2008;19;5;8;22;20;;;;;;
17/04/2008;20;7;4;15;15;;;;;;
17/04/2008;21;6;3;11;14;;;;;;
17/04/2008;22;6;4;12;9;;;;;;
17/04/2008;23;5;3;9;18;;;;;;
17/04/2008;24;6;3;8;11;;;;;;
18/04/2008;1;7;4;6;8;;;;;;
18/04/2008;2;6;5;5;8;;;;;;
18/04/2008;3;7;3;10;7;;;;;;
18/04/2008;4;7;5;8;8;;;;;;
18/04/2008;5;7;5;12;9;;;;;;
18/04/2008;6;7;11;12;11;;;;;;
18/04/2008;7;8;17;24;18;;;;;;
18/04/2008;8;6;15;24;25;;;;;;
18/04/2008;9;7;10;14;13;;;;;;
18/04/2008;10;8;11;14;14;;;;;;
18/04/2008;11;7;9;11;17;;;;;;
18/04/2008;12;8;8;13;21;;;;;;
18/04/2008;13;7;13;16;20;;;;;;
18/04/2008;14;5;11;17;19;;;;;;
18/04/2008;15;6;10;19;18;;;;;;
18/04/2008;16;6;6;9;18;;;;;;
18/04/2008;17;6;7;14;18;;;;;;
18/04/2008;18;6;6;9;17;;;;;;
18/04/2008;19;6;5;11;17;;;;;;
18/04/2008;20;7;6;13;15;;;;;;
18/04/2008;21;7;6;14;14;;;;;;
18/04/2008;22;8;4;10;14;;;;;;
18/04/2008;23;7;4;7;15;;;;;;
18/04/2008;24;6;6;9;14;;;;;;
19/04/2008;1;6;6;12;14;;;;;;
19/04/2008;2;6;3;8;11;;;;;;
19/04/2008;3;6;5;4;8;;;;;;
19/04/2008;4;6;6;5;11;;;;;;
19/04/2008;5;6;7;5;9;;;;;;
19/04/2008;6;6;9;5;9;;;;;;
19/04/2008;7;5;10;5;13;;;;;;
19/04/2008;8;6;10;9;15;;;;;;
19/04/2008;9;8;9;9;16;;;;;;
19/04/2008;10;8;11;4;15;;;;;;
19/04/2008;11;9;9;10;26;;;;;;
19/04/2008;12;13;10;9;24;;;;;;
19/04/2008;13;10;8;7;21;;;;;;
19/04/2008;14;9;9;10;21;;;;;;
19/04/2008;15;8;10;13;23;;;;;;
19/04/2008;16;9;10;14;24;;;;;;
19/04/2008;17;7;8;12;22;;;;;;
19/04/2008;18;7;7;7;20;;;;;;
19/04/2008;19;6;6;7;19;;;;;;
19/04/2008;20;8;6;6;19;;;;;;
19/04/2008;21;7;7;3;18;;;;;;
19/04/2008;22;6;6;5;16;;;;;;
19/04/2008;23;6;7;9;10;;;;;;
19/04/2008;24;6;9;8;11;;;;;;
20/04/2008;1;5;11;4;8;;;;;;
20/04/2008;2;5;11;3;9;;;;;;
20/04/2008;3;6;10;7;13;;;;;;
20/04/2008;4;5;10;5;12;;;;;;
20/04/2008;5;6;11;8;13;;;;;;
20/04/2008;6;6;11;11;13;;;;;;
20/04/2008;7;6;10;8;19;;;;;;
20/04/2008;8;6;9;6;21;;;;;;
20/04/2008;9;7;10;9;19;;;;;;
20/04/2008;10;6;11;7;17;;;;;;
20/04/2008;11;7;11;6;24;;;;;;
20/04/2008;12;9;8;14;27;;;;;;
20/04/2008;13;9;9;11;22;;;;;;
20/04/2008;14;7;8;7;19;;;;;;
20/04/2008;15;6;9;7;27;;;;;;
20/04/2008;16;6;8;7;25;;;;;;
20/04/2008;17;6;9;3;23;;;;;;
20/04/2008;18;5;8;8;29;;;;;;
20/04/2008;19;6;9;6;25;;;;;;
20/04/2008;20;7;8;6;29;;;;;;
20/04/2008;21;7;8;4;28;;;;;;
20/04/2008;22;6;8;4;26;;;;;;
20/04/2008;23;5;8;4;23;;;;;;
20/04/2008;24;6;8;5;22;;;;;;
21/04/2008;1;6;9;2;19;;;;;;
21/04/2008;2;6;10;5;15;;;;;;
21/04/2008;3;6;9;4;19;;;;;;
21/04/2008;4;6;9;3;18;;;;;;
21/04/2008;5;6;9;4;21;;;;;;
21/04/2008;6;6;9;4;20;;;;;;
21/04/2008;7;7;9;6;20;;;;;;
21/04/2008;8;7;10;11;20;;;;;;
21/04/2008;9;8;11;4;23;;;;;;
21/04/2008;10;7;9;11;32;;;;;;
21/04/2008;11;7;9;9;17;;;;;;
21/04/2008;12;9;10;4;16;;;;;;
21/04/2008;13;10;10;6;20;;;;;;
21/04/2008;14;9;11;4;19;;;;;;
21/04/2008;15;7;10;7;27;;;;;;
21/04/2008;16;8;9;8;28;;;;;;
21/04/2008;17;7;11;11;22;;;;;;
21/04/2008;18;11;11;10;19;;;;;;
21/04/2008;19;7;10;5;13;;;;;;
21/04/2008;20;7;11;5;19;;;;;;
21/04/2008;21;7;9;5;19;;;;;;
21/04/2008;22;6;9;7;23;;;;;;
21/04/2008;23;5;9;6;16;;;;;;
21/04/2008;24;5;8;5;13;;;;;;
22/04/2008;1;6;9;3;13;;;;;;
22/04/2008;2;5;10;3;11;;;;;;
22/04/2008;3;6;10;5;11;;;;;;
22/04/2008;4;5;11;3;11;;;;;;
22/04/2008;5;5;10;6;15;;;;;;
22/04/2008;6;6;10;4;20;;;;;;
22/04/2008;7;7;10;6;18;;;;;;
22/04/2008;8;8;9;8;25;;;;;;
22/04/2008;9;8;10;6;17;;;;;;
22/04/2008;10;8;10;4;19;;;;;;
22/04/2008;11;8;10;5;21;;;;;;
22/04/2008;12;7;11;3;26;;;;;;
22/04/2008;13;7;10;5;29;;;;;;
22/04/2008;14;10;11;10;25;;;;;;
22/04/2008;15;10;11;7;20;;;;;;
22/04/2008;16;7;11;5;21;;;;;;
22/04/2008;17;7;10;6;22;;;;;;
22/04/2008;18;6;11;6;23;;;;;;
22/04/2008;19;6;11;4;19;;;;;;
22/04/2008;20;6;12;4;20;;;;;;
22/04/2008;21;7;11;5;22;;;;;;
22/04/2008;22;6;11;3;19;;;;;;
22/04/2008;23;6;11;3;17;;;;;;
22/04/2008;24;5;10;4;16;;;;;;
23/04/2008;1;6;10;3;17;;;;;;
23/04/2008;2;7;11;3;13;;;;;;
23/04/2008;3;7;12;4;11;;;;;;
23/04/2008;4;7;11;4;15;;;;;;
23/04/2008;5;7;10;4;18;;;;;;
23/04/2008;6;7;11;4;19;;;;;;
23/04/2008;7;6;10;6;17;;;;;;
23/04/2008;8;7;10;5;19;;;;;;
23/04/2008;9;8;10;4;20;;;;;;
23/04/2008;10;9;9;6;24;;;;;;
23/04/2008;11;9;9;5;24;;;;;;
23/04/2008;12;8;10;5;13;;;;;;
23/04/2008;13;7;13;4;6;;;;;;
23/04/2008;14;7;15;3;16;;;;;;
23/04/2008;15;7;11;5;32;;;;;;
23/04/2008;16;7;11;4;23;;;;;;
23/04/2008;17;7;11;3;27;;;;;;
23/04/2008;18;6;10;4;19;;;;;;
23/04/2008;19;7;13;4;8;;;;;;
23/04/2008;20;7;17;7;16;;;;;;
23/04/2008;21;8;16;5;23;;;;;;
23/04/2008;22;7;21;2;5;;;;;;
23/04/2008;23;9;22;3;7;;;;;;
23/04/2008;24;7;23;4;5;;;;;;
24/04/2008;1;6;23;4;7;;;;;;
24/04/2008;2;6;23;3;9;;;;;;
24/04/2008;3;6;22;5;18;;;;;;
24/04/2008;4;6;20;4;17;;;;;;
24/04/2008;5;6;18;5;23;;;;;;
24/04/2008;6;9;16;6;20;;;;;;
24/04/2008;7;8;17;7;31;;;;;;
24/04/2008;8;8;12;8;61;;;;;;
24/04/2008;9;8;9;6;53;;;;;;
24/04/2008;10;7;7;7;50;;;;;;
24/04/2008;11;9;8;7;56;;;;;;
24/04/2008;12;11;9;8;56;;;;;;
24/04/2008;13;15;11;12;59;;;;;;
24/04/2008;14;15;8;18;65;;;;;;
24/04/2008;15;24;13;31;73;;;;;;
24/04/2008;16;23;14;28;67;;;;;;
24/04/2008;17;16;12;27;56;;;;;;
24/04/2008;18;13;10;19;58;;;;;;
24/04/2008;19;8;7;22;53;;;;;;
24/04/2008;20;8;8;15;40;;;;;;
24/04/2008;21;9;8;12;54;;;;;;
24/04/2008;22;8;10;13;34;;;;;;
24/04/2008;23;7;16;11;44;;;;;;
24/04/2008;24;7;18;11;55;;;;;;
25/04/2008;1;7;18;6;74;;;;;;
25/04/2008;2;9;17;9;69;;;;;;
25/04/2008;3;7;18;4;65;;;;;;
25/04/2008;4;7;19;4;62;;;;;;
25/04/2008;5;7;19;5;63;;;;;;
25/04/2008;6;9;18;9;64;;;;;;
25/04/2008;7;8;22;13;67;;;;;;
25/04/2008;8;8;23;16;87;;;;;;
25/04/2008;9;8;22;15;94;;;;;;
25/04/2008;10;9;20;10;82;;;;;;
25/04/2008;11;9;22;14;74;;;;;;
25/04/2008;12;9;23;16;64;;;;;;
25/04/2008;13;7;25;17;119;;;;;;
25/04/2008;14;8;25;18;313;;;;;;
25/04/2008;15;7;25;14;457;;;;;;
25/04/2008;16;7;25;14;499;;;;;;
25/04/2008;17;7;23;12;499;;;;;;
25/04/2008;18;10;18;23;296;;;;;;
25/04/2008;19;9;14;18;179;;;;;;
25/04/2008;20;9;20;18;360;;;;;;
25/04/2008;21;7;21;11;169;;;;;;
25/04/2008;22;8;21;10;135;;;;;;
25/04/2008;23;7;21;7;120;;;;;;
25/04/2008;24;11;20;9;106;;;;;;
26/04/2008;1;8;20;7;84;;;;;;
26/04/2008;2;7;20;4;82;;;;;;
26/04/2008;3;6;17;5;78;;;;;;
26/04/2008;4;6;17;4;80;;;;;;
26/04/2008;5;6;17;6;64;;;;;;
26/04/2008;6;7;18;9;60;;;;;;
26/04/2008;7;8;18;6;57;;;;;;
26/04/2008;8;8;18;8;68;;;;;;
26/04/2008;9;9;20;8;119;;;;;;
26/04/2008;10;10;19;10;220;;;;;;
26/04/2008;11;8;20;10;328;;;;;;
26/04/2008;12;8;22;12;283;;;;;;
26/04/2008;13;7;20;11;303;;;;;;
26/04/2008;14;7;21;10;343;;;;;;
26/04/2008;15;8;21;9;363;;;;;;
26/04/2008;16;7;22;11;354;;;;;;
26/04/2008;17;7;21;9;350;;;;;;
26/04/2008;18;7;24;13;369;;;;;;
26/04/2008;19;7;22;7;348;;;;;;
26/04/2008;20;6;22;12;322;;;;;;
26/04/2008;21;9;21;16;284;;;;;;
26/04/2008;22;9;22;11;239;;;;;;
26/04/2008;23;8;22;5;177;;;;;;
26/04/2008;24;11;20;11;159;;;;;;
27/04/2008;1;9;20;7;135;;;;;;
27/04/2008;2;10;19;7;109;;;;;;
27/04/2008;3;8;19;6;93;;;;;;
27/04/2008;4;7;17;11;178;;;;;;
27/04/2008;5;6;12;6;135;;;;;;
27/04/2008;6;6;13;5;80;;;;;;
27/04/2008;7;6;16;6;61;;;;;;
27/04/2008;8;7;17;6;70;;;;;;
27/04/2008;9;6;17;3;67;;;;;;
27/04/2008;10;7;16;5;63;;;;;;
27/04/2008;11;8;18;4;70;;;;;;
27/04/2008;12;10;18;4;95;;;;;;
27/04/2008;13;10;18;6;89;;;;;;
27/04/2008;14;9;20;5;100;;;;;;
27/04/2008;15;8;19;4;98;;;;;;
27/04/2008;16;8;19;3;94;;;;;;
27/04/2008;17;8;19;4;86;;;;;;
27/04/2008;18;8;19;5;76;;;;;;
27/04/2008;19;12;20;9;76;;;;;;
27/04/2008;20;12;19;12;77;;;;;;
27/04/2008;21;12;20;10;78;;;;;;
27/04/2008;22;12;20;12;84;;;;;;
27/04/2008;23;7;20;6;88;;;;;;
27/04/2008;24;9;21;6;97;;;;;;
28/04/2008;1;8;22;3;78;;;;;;
28/04/2008;2;8;24;4;42;;;;;;
28/04/2008;3;8;24;4;24;;;;;;
28/04/2008;4;7;24;3;6;;;;;;
28/04/2008;5;7;24;4;14;;;;;;
28/04/2008;6;8;24;5;5;;;;;;
28/04/2008;7;8;25;5;20;;;;;;
28/04/2008;8;7;23;6;20;;;;;;
28/04/2008;9;8;22;7;29;;;;;;
28/04/2008;10;8;22;6;24;;;;;;
28/04/2008;11;8;21;6;25;;;;;;
28/04/2008;12;11;21;5;39;;;;;;
28/04/2008;13;10;19;6;34;;;;;;
28/04/2008;14;9;18;6;15;;;;;;
28/04/2008;15;9;19;6;23;;;;;;
28/04/2008;16;12;19;4;32;;;;;;
28/04/2008;17;11;19;7;15;;;;;;
28/04/2008;18;10;20;6;37;;;;;;
28/04/2008;19;9;19;4;59;;;;;;
28/04/2008;20;9;14;8;82;;;;;;
28/04/2008;21;10;17;5;49;;;;;;
28/04/2008;22;9;20;3;64;;;;;;
28/04/2008;23;7;18;3;65;;;;;;
28/04/2008;24;8;17;4;71;;;;;;
29/04/2008;1;8;17;4;63;;;;;;
29/04/2008;2;7;16;3;66;;;;;;
29/04/2008;3;7;16;5;50;;;;;;
29/04/2008;4;6;16;4;56;;;;;;
29/04/2008;5;7;16;4;56;;;;;;
29/04/2008;6;7;16;5;65;;;;;;
29/04/2008;7;8;18;4;59;;;;;;
29/04/2008;8;7;16;6;62;;;;;;
29/04/2008;9;9;17;5;63;;;;;;
29/04/2008;10;8;17;5;57;;;;;;
29/04/2008;11;7;16;5;129;;;;;;
29/04/2008;12;8;16;5;100;;;;;;
29/04/2008;13;9;17;5;82;;;;;;
29/04/2008;14;8;16;4;76;;;;;;
29/04/2008;15;7;14;5;86;;;;;;
29/04/2008;16;7;17;4;115;;;;;;
29/04/2008;17;7;18;5;141;;;;;;
29/04/2008;18;7;18;4;123;;;;;;
29/04/2008;19;7;19;5;93;;;;;;
29/04/2008;20;7;19;6;61;;;;;;
29/04/2008;21;8;20;5;59;;;;;;
29/04/2008;22;7;20;6;65;;;;;;
29/04/2008;23;7;19;3;55;;;;;;
29/04/2008;24;7;19;3;25;;;;;;
30/04/2008;1;6;20;4;31;;;;;;
30/04/2008;2;6;20;4;42;;;;;;
30/04/2008;3;7;19;3;54;;;;;;
30/04/2008;4;6;20;3;49;;;;;;
30/04/2008;5;7;13;4;80;;;;;;
30/04/2008;6;7;11;5;47;;;;;;
30/04/2008;7;8;9;4;39;;;;;;
30/04/2008;8;9;9;3;37;;;;;;
30/04/2008;9;8;7;5;37;;;;;;
30/04/2008;10;8;8;4;34;;;;;;
30/04/2008;11;8;7;5;34;;;;;;
30/04/2008;12;8;8;4;28;;;;;;
30/04/2008;13;7;8;8;34;;;;;;
30/04/2008;14;8;10;14;34;;;;;;
30/04/2008;15;9;10;17;34;;;;;;
30/04/2008;16;8;10;16;30;;;;;;
30/04/2008;17;8;9;9;27;;;;;;
30/04/2008;18;7;9;6;25;;;;;;
30/04/2008;19;7;9;6;22;;;;;;
30/04/2008;20;8;9;5;19;;;;;;
30/04/2008;21;7;9;7;15;;;;;;
30/04/2008;22;7;9;4;18;;;;;;
30/04/2008;23;6;9;5;17;;;;;;
30/04/2008;24;7;10;4;12;;;;;;
01/05/2008;1;8;10;5;24;;;;;;
01/05/2008;2;7;8;5;21;;;;;;
01/05/2008;3;7;8;5;19;;;;;;
01/05/2008;4;7;8;6;18;;;;;;
01/05/2008;5;7;9;7;18;;;;;;
01/05/2008;6;6;8;9;17;;;;;;
01/05/2008;7;7;9;13;18;;;;;;
01/05/2008;8;6;9;9;20;;;;;;
01/05/2008;9;6;9;14;22;;;;;;
01/05/2008;10;8;10;11;24;;;;;;
01/05/2008;11;7;8;4;22;;;;;;
01/05/2008;12;9;9;4;24;;;;;;
01/05/2008;13;8;7;5;20;;;;;;
01/05/2008;14;8;8;4;21;;;;;;
01/05/2008;15;7;8;3;19;;;;;;
01/05/2008;16;6;8;4;19;;;;;;
01/05/2008;17;7;7;5;20;;;;;;
01/05/2008;18;6;7;6;20;;;;;;
01/05/2008;19;7;7;9;21;;;;;;
01/05/2008;20;9;8;29;23;;;;;;
01/05/2008;21;8;8;19;26;;;;;;
01/05/2008;22;8;8;27;25;;;;;;
01/05/2008;23;7;6;11;24;;;;;;
01/05/2008;24;7;6;8;17;;;;;;
02/05/2008;1;7;7;5;16;;;;;;
02/05/2008;2;7;7;8;9;;;;;;
02/05/2008;3;7;8;5;14;;;;;;
02/05/2008;4;7;8;4;13;;;;;;
02/05/2008;5;7;8;3;15;;;;;;
02/05/2008;6;7;13;22;17;;;;;;
02/05/2008;7;9;40;44;21;;;;;;
02/05/2008;8;20;58;55;35;;;;;;
02/05/2008;9;41;28;47;51;;;;;;
02/05/2008;10;29;13;28;43;;;;;;
02/05/2008;11;15;9;19;40;;;;;;
02/05/2008;12;10;7;12;20;;;;;;
02/05/2008;13;9;8;8;23;;;;;;
02/05/2008;14;10;7;14;21;;;;;;
02/05/2008;15;9;8;12;18;;;;;;
02/05/2008;16;9;11;14;12;;;;;;
02/05/2008;17;9;11;10;32;;;;;;
02/05/2008;18;7;7;9;44;;;;;;
02/05/2008;19;7;6;13;34;;;;;;
02/05/2008;20;8;8;27;40;;;;;;
02/05/2008;21;8;6;29;43;;;;;;
02/05/2008;22;7;9;35;40;;;;;;
02/05/2008;23;7;7;19;28;;;;;;
02/05/2008;24;7;7;17;27;;;;;;
03/05/2008;1;7;8;19;31;;;;;;
03/05/2008;2;7;10;18;19;;;;;;
03/05/2008;3;8;12;13;28;;;;;;
03/05/2008;4;8;14;9;17;;;;;;
03/05/2008;5;9;16;7;35;;;;;;
03/05/2008;6;9;20;5;30;;;;;;
03/05/2008;7;8;21;17;89;;;;;;
03/05/2008;8;10;17;18;40;;;;;;
03/05/2008;9;9;18;10;85;;;;;;
03/05/2008;10;10;13;21;68;;;;;;
03/05/2008;11;10;9;12;56;;;;;;
03/05/2008;12;12;12;14;34;;;;;;
03/05/2008;13;18;16;15;25;;;;;;
03/05/2008;14;17;16;18;31;;;;;;
03/05/2008;15;17;18;15;36;;;;;;
03/05/2008;16;13;16;9;19;;;;;;
03/05/2008;17;11;16;6;26;;;;;;
03/05/2008;18;10;15;5;27;;;;;;
03/05/2008;19;9;14;3;19;;;;;;
03/05/2008;20;9;13;5;14;;;;;;
03/05/2008;21;8;13;3;12;;;;;;
03/05/2008;22;8;12;4;10;;;;;;
03/05/2008;23;8;12;4;6;;;;;;
03/05/2008;24;8;11;5;21;;;;;;
04/05/2008;1;7;9;5;37;;;;;;
04/05/2008;2;8;9;4;31;;;;;;
04/05/2008;3;8;8;5;36;;;;;;
04/05/2008;4;7;8;4;15;;;;;;
04/05/2008;5;7;11;4;13;;;;;;
04/05/2008;6;7;11;4;15;;;;;;
04/05/2008;7;7;9;3;31;;;;;;
04/05/2008;8;8;7;4;31;;;;;;
04/05/2008;9;7;6;4;29;;;;;;
04/05/2008;10;7;8;6;26;;;;;;
04/05/2008;11;9;12;14;29;;;;;;
04/05/2008;12;14;11;12;28;;;;;;
04/05/2008;13;13;11;12;26;;;;;;
04/05/2008;14;14;10;13;19;;;;;;
04/05/2008;15;14;8;10;19;;;;;;
04/05/2008;16;12;7;6;18;;;;;;
04/05/2008;17;9;7;3;13;;;;;;
04/05/2008;18;9;10;6;19;;;;;;
04/05/2008;19;8;8;3;13;;;;;;
04/05/2008;20;9;8;5;21;;;;;;
04/05/2008;21;10;6;4;17;;;;;;
04/05/2008;22;8;7;5;19;;;;;;
04/05/2008;23;8;5;6;15;;;;;;
04/05/2008;24;7;7;3;14;;;;;;
05/05/2008;1;8;7;3;14;;;;;;
05/05/2008;2;7;7;3;12;;;;;;
05/05/2008;3;7;8;3;14;;;;;;
05/05/2008;4;7;8;3;9;;;;;;
05/05/2008;5;8;7;4;14;;;;;;
05/05/2008;6;9;6;5;12;;;;;;
05/05/2008;7;7;7;5;14;;;;;;
05/05/2008;8;8;6;6;14;;;;;;
05/05/2008;9;9;8;4;19;;;;;;
05/05/2008;10;10;7;4;17;;;;;;
05/05/2008;11;10;7;6;25;;;;;;
05/05/2008;12;15;11;12;25;;;;;;
05/05/2008;13;19;12;12;26;;;;;;
05/05/2008;14;15;8;5;16;;;;;;
05/05/2008;15;9;8;4;24;;;;;;
05/05/2008;16;9;7;6;16;;;;;;
05/05/2008;17;9;9;5;17;;;;;;
05/05/2008;18;8;7;5;16;;;;;;
05/05/2008;19;8;8;4;13;;;;;;
05/05/2008;20;9;8;5;10;;;;;;
05/05/2008;21;9;9;5;10;;;;;;
05/05/2008;22;8;9;4;9;;;;;;
05/05/2008;23;7;8;4;12;;;;;;
05/05/2008;24;6;8;4;22;;;;;;
06/05/2008;1;5;6;5;24;;;;;;
06/05/2008;2;6;5;4;11;;;;;;
06/05/2008;3;6;8;3;9;;;;;;
06/05/2008;4;6;8;4;5;;;;;;
06/05/2008;5;7;7;6;25;;;;;;
06/05/2008;6;8;24;22;22;;;;;;
06/05/2008;7;8;19;22;19;;;;;;
06/05/2008;8;10;22;26;44;;;;;;
06/05/2008;9;20;19;14;20;;;;;;
06/05/2008;10;19;13;15;43;;;;;;
06/05/2008;11;19;11;9;33;;;;;;
06/05/2008;12;11;11;10;41;;;;;;
06/05/2008;13;11;14;16;33;;;;;;
06/05/2008;14;11;12;17;27;;;;;;
06/05/2008;15;11;8;14;26;;;;;;
06/05/2008;16;10;12;10;33;;;;;;
06/05/2008;17;8;10;9;30;;;;;;
06/05/2008;18;9;12;14;23;;;;;;
06/05/2008;19;8;11;17;25;;;;;;
06/05/2008;20;9;12;22;27;;;;;;
06/05/2008;21;10;10;20;27;;;;;;
06/05/2008;22;8;8;24;23;;;;;;
06/05/2008;23;7;8;20;19;;;;;;
06/05/2008;24;7;7;10;17;;;;;;
07/05/2008;1;9;7;9;16;;;;;;
07/05/2008;2;8;6;9;14;;;;;;
07/05/2008;3;9;8;6;14;;;;;;
07/05/2008;4;9;8;5;12;;;;;;
07/05/2008;5;9;7;11;19;;;;;;
07/05/2008;6;9;15;26;20;;;;;;
07/05/2008;7;9;19;28;47;;;;;;
07/05/2008;8;9;15;24;20;;;;;;
07/05/2008;9;10;11;16;13;;;;;;
07/05/2008;10;10;14;12;10;;;;;;
07/05/2008;11;10;19;11;21;;;;;;
07/05/2008;12;9;11;6;16;;;;;;
07/05/2008;13;9;12;6;17;;;;;;
07/05/2008;14;9;11;11;24;;;;;;
07/05/2008;15;8;13;10;31;;;;;;
07/05/2008;16;8;8;4;19;;;;;;
07/05/2008;17;8;9;9;29;;;;;;
07/05/2008;18;9;11;11;22;;;;;;
07/05/2008;19;8;10;9;20;;;;;;
07/05/2008;20;8;9;10;16;;;;;;
07/05/2008;21;10;9;5;8;;;;;;
07/05/2008;22;8;9;3;11;;;;;;
07/05/2008;23;7;9;5;13;;;;;;
07/05/2008;24;9;8;4;14;;;;;;
08/05/2008;1;8;7;6;16;;;;;;
08/05/2008;2;8;7;7;14;;;;;;
08/05/2008;3;8;6;8;17;;;;;;
08/05/2008;4;7;6;5;12;;;;;;
08/05/2008;5;8;7;5;7;;;;;;
08/05/2008;6;9;11;16;14;;;;;;
08/05/2008;7;9;24;23;30;;;;;;
08/05/2008;8;8;15;17;28;;;;;;
08/05/2008;9;10;15;19;24;;;;;;
08/05/2008;10;9;18;14;30;;;;;;
08/05/2008;11;9;16;11;22;;;;;;
08/05/2008;12;9;12;7;12;;;;;;
08/05/2008;13;8;11;7;17;;;;;;
08/05/2008;14;9;15;12;25;;;;;;
08/05/2008;15;9;12;11;28;;;;;;
08/05/2008;16;8;17;16;20;;;;;;
08/05/2008;17;9;11;8;13;;;;;;
08/05/2008;18;8;9;5;17;;;;;;
08/05/2008;19;8;10;3;12;;;;;;
08/05/2008;20;10;9;4;14;;;;;;
08/05/2008;21;10;8;6;16;;;;;;
08/05/2008;22;8;8;3;16;;;;;;
08/05/2008;23;8;9;3;7;;;;;;
08/05/2008;24;7;7;4;18;;;;;;
09/05/2008;1;9;7;4;11;;;;;;
09/05/2008;2;9;7;4;6;;;;;;
09/05/2008;3;9;7;6;15;;;;;;
09/05/2008;4;9;6;8;7;;;;;;
09/05/2008;5;9;8;3;8;;;;;;
09/05/2008;6;10;8;6;11;;;;;;
09/05/2008;7;8;11;9;8;;;;;;
09/05/2008;8;8;11;12;13;;;;;;
09/05/2008;9;9;14;11;10;;;;;;
09/05/2008;10;10;20;16;24;;;;;;
09/05/2008;11;11;15;16;22;;;;;;
09/05/2008;12;10;12;12;17;;;;;;
09/05/2008;13;12;12;6;17;;;;;;
09/05/2008;14;13;12;8;7;;;;;;
09/05/2008;15;11;14;9;30;;;;;;
09/05/2008;16;10;14;10;15;;;;;;
09/05/2008;17;9;11;6;25;;;;;;
09/05/2008;18;8;12;10;22;;;;;;
09/05/2008;19;8;12;5;9;;;;;;
09/05/2008;20;8;12;6;13;;;;;;
09/05/2008;21;9;12;4;13;;;;;;
09/05/2008;22;8;11;3;13;;;;;;
09/05/2008;23;8;11;4;13;;;;;;
09/05/2008;24;7;11;3;13;;;;;;
10/05/2008;1;10;11;4;11;;;;;;
10/05/2008;2;9;10;4;15;;;;;;
10/05/2008;3;9;10;4;10;;;;;;
10/05/2008;4;9;9;5;12;;;;;;
10/05/2008;5;9;10;5;13;;;;;;
10/05/2008;6;9;10;3;12;;;;;;
10/05/2008;7;10;9;4;18;;;;;;
10/05/2008;8;8;9;5;20;;;;;;
10/05/2008;9;9;9;6;17;;;;;;
10/05/2008;10;10;10;5;13;;;;;;
10/05/2008;11;9;11;4;12;;;;;;
10/05/2008;12;10;11;7;24;;;;;;
10/05/2008;13;11;11;7;25;;;;;;
10/05/2008;14;13;10;9;16;;;;;;
10/05/2008;15;12;11;7;21;;;;;;
10/05/2008;16;9;11;8;16;;;;;;
10/05/2008;17;10;13;6;19;;;;;;
10/05/2008;18;9;11;10;25;;;;;;
10/05/2008;19;9;11;16;15;;;;;;
10/05/2008;20;10;10;5;15;;;;;;
10/05/2008;21;11;11;5;10;;;;;;
10/05/2008;22;10;12;3;14;;;;;;
10/05/2008;23;9;11;3;12;;;;;;
10/05/2008;24;9;11;4;6;;;;;;
11/05/2008;1;9;12;5;12;;;;;;
11/05/2008;2;8;12;4;5;;;;;;
11/05/2008;3;8;11;4;14;;;;;;
11/05/2008;4;8;10;4;19;;;;;;
11/05/2008;5;8;10;4;9;;;;;;
11/05/2008;6;8;11;4;8;;;;;;
11/05/2008;7;7;11;3;10;;;;;;
11/05/2008;8;7;11;3;8;;;;;;
11/05/2008;9;8;10;5;10;;;;;;
11/05/2008;10;9;11;5;9;;;;;;
11/05/2008;11;9;11;5;23;;;;;;
11/05/2008;12;12;12;7;15;;;;;;
11/05/2008;13;11;12;5;11;;;;;;
11/05/2008;14;10;11;6;26;;;;;;
11/05/2008;15;13;11;10;18;;;;;;
11/05/2008;16;12;11;8;9;;;;;;
11/05/2008;17;8;10;5;8;;;;;;
11/05/2008;18;8;11;4;11;;;;;;
11/05/2008;19;9;11;4;16;;;;;;
11/05/2008;20;10;11;6;7;;;;;;
11/05/2008;21;10;12;4;9;;;;;;
11/05/2008;22;10;11;5;11;;;;;;
11/05/2008;23;8;12;4;8;;;;;;
11/05/2008;24;10;13;5;6;;;;;;
12/05/2008;1;7;12;2;16;;;;;;
12/05/2008;2;8;12;4;7;;;;;;
12/05/2008;3;8;12;5;17;;;;;;
12/05/2008;4;8;13;5;10;;;;;;
12/05/2008;5;8;12;3;13;;;;;;
12/05/2008;6;9;12;2;12;;;;;;
12/05/2008;7;9;11;5;15;;;;;;
12/05/2008;8;10;16;11;35;;;;;;
